Zero one Mean,Zero one Std,Hamming Mean,Hamming Std,F1 Mean,F1 Std,Phi avg Mean,Phi avg Std,Phi max Mean,Phi max Std,Psi avg Mean,Psi avg Std,Psi max Mean,Psi max Std,model
0.6504,0.0258,0.2442,0.0090,0.5039,0.0262,0.3194,0.0361,0.4177,0.0358,0.4852,0.0281,0.5728,0.0276,DMPCC_DT-Hamming
0.8176,0.0783,0.3215,0.0387,0.4771,0.0203,0.3026,0.0387,0.5498,0.1556,0.4989,0.0293,0.6965,0.1248,DMPCC_DT-F1
0.5719,0.0152,0.2030,0.0051,0.5800,0.0139,0.2977,0.0101,0.4094,0.0266,0.4278,0.0114,0.5239,0.0171,PCC_LR-Subset
0.6149,0.0135,0.1966,0.0064,0.5352,0.0182,0.3645,0.0128,0.4656,0.0491,0.4715,0.0149,0.5648,0.0365,PCC_LR-Hamming
0.7185,0.0091,0.2508,0.0062,0.5971,0.0170,0.0889,0.0245,0.1511,0.0342,0.3093,0.0193,0.3711,0.0145,PCC_LR-F1
0.6590,0.0202,0.2307,0.0120,0.5649,0.0200,0.2040,0.0177,0.3888,0.0278,0.3815,0.0240,0.5488,0.0379,PCC_WLR-Subset
0.6626,0.0235,0.2211,0.0108,0.5515,0.0214,0.2508,0.0215,0.4371,0.0537,0.4067,0.0249,0.5725,0.0618,PCC_WLR-Hamming
0.7951,0.0230,0.2802,0.0113,0.5792,0.0138,0.0852,0.0127,0.1542,0.0174,0.3117,0.0111,0.3724,0.0234,PCC_WLR-F1
0.5916,0.0211,0.2055,0.0096,0.5755,0.0163,0.2905,0.0063,0.3907,0.0227,0.4240,0.0107,0.5241,0.0389,PCC_LR_ROS-Subset
0.6266,0.0127,0.1999,0.0095,0.5400,0.0142,0.3440,0.0072,0.4476,0.0259,0.4584,0.0110,0.5725,0.0368,PCC_LR_ROS-Hamming
0.7302,0.0281,0.2495,0.0100,0.5941,0.0151,0.0802,0.0314,0.1515,0.0575,0.3029,0.0193,0.3772,0.0159,PCC_LR_ROS-F1
0.6531,0.0078,0.2284,0.0029,0.5605,0.0066,0.2237,0.0064,0.3276,0.0156,0.3948,0.0073,0.5103,0.0234,DMPCC_LR-Subset
0.6591,0.0222,0.2215,0.0082,0.5513,0.0147,0.2537,0.0141,0.3552,0.0195,0.4096,0.0146,0.5345,0.0225,DMPCC_LR-Hamming
0.7616,0.0099,0.2720,0.0113,0.5752,0.0112,0.0769,0.0290,0.1380,0.0256,0.3139,0.0177,0.3828,0.0356,DMPCC_LR-F1
0.6947,0.0280,0.2310,0.0142,0.5862,0.0140,0.1356,0.0214,0.2325,0.0293,0.3330,0.0096,0.4247,0.0506,DMBRC-Subset
0.6947,0.0280,0.2310,0.0142,0.5862,0.0140,0.1356,0.0214,0.2325,0.0293,0.3330,0.0096,0.4247,0.0506,DMBRC-Hamming
0.6947,0.0280,0.2310,0.0142,0.5862,0.0140,0.1356,0.0214,0.2325,0.0293,0.3330,0.0096,0.4247,0.0506,DMBRC-F1
