Zero one Mean,Zero one Std,Hamming Mean,Hamming Std,F1 Mean,F1 Std,Phi avg Mean,Phi avg Std,Phi max Mean,Phi max Std,Psi avg Mean,Psi avg Std,Psi max Mean,Psi max Std,model
0.5092,0.0134,0.1040,0.0053,0.6162,0.0160,0.4218,0.0345,0.9993,0.0014,0.4980,0.0363,1.0000,0.0000,PCC_WLR-Hamming
0.5358,0.0201,0.1083,0.0070,0.6243,0.0141,0.3913,0.0317,0.9985,0.0018,0.4744,0.0344,1.0000,0.0000,PCC_WLR-F1
0.4850,0.0322,0.0987,0.0045,0.6002,0.0183,0.5408,0.0236,1.0000,0.0000,0.6055,0.0231,1.0000,0.0000,PCC_LR_ROS-Subset
0.4936,0.0306,0.0994,0.0047,0.5936,0.0184,0.5472,0.0229,1.0000,0.0000,0.6116,0.0221,1.0000,0.0000,PCC_LR_ROS-Hamming
0.5310,0.0300,0.1038,0.0043,0.5928,0.0148,0.5025,0.0294,1.0000,0.0000,0.5734,0.0301,1.0000,0.0000,PCC_LR_ROS-F1
0.4756,0.0171,0.0962,0.0057,0.6058,0.0171,0.5562,0.0471,1.0000,0.0000,0.6156,0.0414,1.0000,0.0000,DMPCC_LR-Subset
0.4756,0.0171,0.0962,0.0057,0.6058,0.0171,0.5562,0.0471,1.0000,0.0000,0.6156,0.0414,1.0000,0.0000,DMPCC_LR-Hamming
0.4756,0.0171,0.0962,0.0057,0.6058,0.0171,0.5562,0.0471,1.0000,0.0000,0.6156,0.0414,1.0000,0.0000,DMPCC_LR-F1
0.5316,0.0635,0.1225,0.0185,0.6359,0.0271,0.3594,0.0419,0.9803,0.0359,0.4566,0.0375,1.0000,0.0000,DMBRC-Subset
0.5316,0.0635,0.1225,0.0185,0.6359,0.0271,0.3594,0.0419,0.9803,0.0359,0.4566,0.0375,1.0000,0.0000,DMBRC-Hamming
0.5316,0.0635,0.1225,0.0185,0.6359,0.0271,0.3594,0.0419,0.9803,0.0359,0.4566,0.0375,1.0000,0.0000,DMBRC-F1
