Zero one Mean,Zero one Std,Hamming Mean,Hamming Std,F1 Mean,F1 Std,Phi avg Mean,Phi avg Std,Phi max Mean,Phi max Std,Psi avg Mean,Psi avg Std,Psi max Mean,Psi max Std,model
0.7650,0.0375,0.1578,0.0063,0.4864,0.0282,0.9199,0.0227,1.0000,0.0000,0.9455,0.0194,1.0000,0.0000,PCC_LR-Subset
0.8023,0.0262,0.1618,0.0041,0.4871,0.0326,0.8792,0.0148,1.0000,0.0000,0.9216,0.0129,1.0000,0.0000,PCC_LR-Hamming
0.9267,0.0199,0.2042,0.0097,0.5198,0.0339,0.7231,0.0146,0.9925,0.0103,0.8165,0.0120,1.0000,0.0000,PCC_LR-F1
0.9859,0.0135,0.5224,0.0357,0.3018,0.0283,0.3242,0.0668,0.6513,0.0771,0.6085,0.0428,0.8291,0.0971,PCC_WLR-Subset
0.9956,0.0054,0.4747,0.0262,0.3259,0.0267,0.3167,0.0569,0.8225,0.0405,0.6026,0.0427,0.9193,0.0705,PCC_WLR-Hamming
1.0000,0.0000,0.5791,0.0288,0.3478,0.0291,0.5490,0.0348,0.9792,0.0235,0.7141,0.0324,0.9921,0.0099,PCC_WLR-F1
0.7830,0.0406,0.1642,0.0125,0.4802,0.0527,0.8797,0.0584,1.0000,0.0000,0.9153,0.0537,1.0000,0.0000,PCC_LR_ROS-Subset
0.8435,0.0321,0.1734,0.0067,0.4826,0.0338,0.8282,0.0606,1.0000,0.0000,0.8885,0.0515,1.0000,0.0000,PCC_LR_ROS-Hamming
0.9433,0.0106,0.2333,0.0094,0.4883,0.0090,0.6793,0.0463,0.9756,0.0245,0.8014,0.0356,1.0000,0.0000,PCC_LR_ROS-F1
0.9626,0.0209,0.4153,0.0631,0.3289,0.0437,0.2742,0.0412,0.6059,0.1184,0.5974,0.0277,0.8859,0.0988,DMPCC_LR-Subset
0.9925,0.0062,0.3651,0.0908,0.2922,0.0587,0.4421,0.1486,0.8432,0.1246,0.6794,0.0936,0.9667,0.0667,DMPCC_LR-Hamming
0.9951,0.0060,0.4844,0.1054,0.3205,0.0435,0.4941,0.1154,0.9539,0.0251,0.7102,0.0546,0.9734,0.0219,DMPCC_LR-F1
0.9904,0.0085,0.3594,0.0109,0.3373,0.0246,0.2617,0.0527,0.6120,0.1551,0.5696,0.0455,0.8679,0.1643,DMBRC-Subset
0.9904,0.0085,0.3594,0.0109,0.3373,0.0246,0.2617,0.0527,0.6120,0.1551,0.5696,0.0455,0.8679,0.1643,DMBRC-Hamming
0.9904,0.0085,0.3594,0.0109,0.3373,0.0246,0.2617,0.0527,0.6120,0.1551,0.5696,0.0455,0.8679,0.1643,DMBRC-F1
